第16任總統副總統選舉候選人在臺東縣各投開票所得票數一覽表,,,,,,,,,,,,,
鄉(鎮、市、區)別,村里別,投開票所別,各組候選人得票情形,,,"有效票數A
A=1+2+...+N",無效票數B,"投票數C
C=A+B","已領未投票數
D
D=E-C","發出票數E
E=C+D",用餘票數F,"選舉人數G
G=E+F","投票率H
H=C÷G"
,,,"(1)
柯文哲
吳欣盈","(2)
賴清德
蕭美琴","(3)
侯友宜
趙少康",,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
總　計,,,"25,590","30,131","54,220","109,941",895,"110,836",3,"110,839","67,889","178,728",62.01
,建和里,0084,81,83,258,422,0,422,0,422,233,655,64.43
,建和里,0085,72,128,187,387,5,392,0,392,259,651,60.22
,建興里,0086,225,303,318,846,3,849,0,849,387,"1,236",68.69
,知本里,0087,113,103,203,419,2,421,0,421,226,647,65.07
,知本里,0088,181,129,198,508,2,510,0,510,225,735,69.39
,知本里,0089,170,187,288,645,5,650,0,650,243,893,72.79
,建農里,0090,156,113,332,601,11,612,0,612,471,"1,083",56.51
,建農里,0091,149,123,270,542,5,547,1,548,374,922,59.33
　成功鎮,,,"1,215","1,431","3,604","6,250",41,"6,291",0,"6,291","5,225","11,516",54.63
,信義里,0092,40,64,142,246,2,248,0,248,231,479,51.77
,信義里,0093,109,85,296,490,2,492,0,492,415,907,54.24
,信義里,0094,27,22,126,175,2,177,0,177,177,354,50.00
,和平里,0095,50,69,217,336,5,341,0,341,353,694,49.14
,忠仁里,0096,36,51,88,175,1,176,0,176,145,321,54.83
,忠仁里,0097,99,157,303,559,0,559,0,559,358,917,60.96
,忠仁里,0098,85,147,227,459,6,465,0,465,313,778,59.77
,忠智里,0099,121,148,276,545,1,546,0,546,341,887,61.56
,忠智里,0100,130,118,296,544,3,547,0,547,367,914,59.85
,三民里,0101,123,127,393,643,4,647,0,647,587,"1,234",52.43
,三民里,0102,138,133,447,718,7,725,0,725,560,"1,285",56.42
,三仙里,0103,47,64,134,245,0,245,0,245,251,496,49.40
